policy,episode,seed,steps,total_reward,generated_tasks,hits,misses,pending_tasks,success_rate,miss_rate,total_energy_used,mean_pending_tasks,max_pending_tasks
edf,9,16,26,9.648000000000012,29.0,4.0,1.0,24.0,0.8,0.2,535.1999999999988,15.307692307692308,25.0
edf,10,17,26,-7.135999999999986,25.0,2.0,1.0,22.0,0.6666666666666666,0.3333333333333333,597.5999999999987,11.576923076923077,22.0
edf,11,18,26,-6.82399999999998,25.0,1.0,0.0,24.0,1.0,0.0,602.3999999999984,11.26923076923077,24.0
edf,12,19,26,2.168000000000011,27.0,3.0,1.0,23.0,0.75,0.25,547.1999999999985,12.76923076923077,23.0
edf,13,20,26,42.63200000000001,28.0,6.0,0.0,22.0,1.0,0.0,496.7999999999989,12.653846153846153,22.0
edf,14,21,26,9.800000000000008,31.0,3.0,0.0,28.0,1.0,0.0,551.9999999999987,15.192307692307692,28.0
edf,15,22,26,11.536000000000008,30.0,3.0,0.0,27.0,1.0,0.0,542.3999999999985,13.576923076923077,27.0
edf,16,23,26,-4.919999999999984,21.0,1.0,0.0,20.0,1.0,0.0,611.9999999999986,9.23076923076923,20.0
edf,17,24,26,15.296000000000014,20.0,3.0,0.0,17.0,1.0,0.0,566.3999999999985,9.307692307692308,17.0
edf,18,25,26,-23.37599999999999,31.0,2.0,2.0,27.0,0.5,0.5,633.5999999999985,17.346153846153847,27.0
edf,19,26,26,-40.19199999999998,41.0,1.0,3.0,37.0,0.25,0.75,679.1999999999985,23.846153846153847,38.0
slo-risk,0,7,26,1.4240000000000137,24.0,2.0,0.0,22.0,1.0,0.0,621.5999999999985,12.692307692307692,22.0
slo-risk,1,8,26,14.568000000000017,22.0,3.0,0.0,19.0,1.0,0.0,571.1999999999985,10.0,19.0
slo-risk,2,9,26,-32.847999999999985,31.0,1.0,2.0,28.0,0.3333333333333333,0.6666666666666666,640.7999999999985,16.884615384615383,28.0
slo-risk,3,10,26,2.032000000000016,26.0,3.0,1.0,22.0,0.75,0.25,604.7999999999988,12.23076923076923,22.0
slo-risk,4,11,26,11.424000000000015,22.0,3.0,0.0,19.0,1.0,0.0,597.5999999999985,12.807692307692308,19.0
slo-risk,5,12,26,34.640000000000015,20.0,5.0,0.0,15.0,1.0,0.0,527.9999999999987,10.192307692307692,15.0
slo-risk,6,13,26,21.256000000000014,30.0,4.0,0.0,26.0,1.0,0.0,482.3999999999988,14.384615384615385,26.0
slo-risk,7,14,26,3.7840000000000202,24.0,2.0,0.0,22.0,1.0,0.0,573.5999999999983,10.923076923076923,22.0
slo-risk,8,15,26,44.88800000000002,20.0,6.0,0.0,14.0,1.0,0.0,499.19999999999874,10.192307692307692,15.0
slo-risk,9,16,26,9.648000000000012,29.0,4.0,1.0,24.0,0.8,0.2,535.1999999999988,15.307692307692308,25.0
slo-risk,10,17,26,-7.135999999999986,25.0,2.0,1.0,22.0,0.6666666666666666,0.3333333333333333,597.5999999999987,11.576923076923077,22.0
slo-risk,11,18,26,-6.82399999999998,25.0,1.0,0.0,24.0,1.0,0.0,602.3999999999984,11.26923076923077,24.0
slo-risk,12,19,26,2.168000000000012,27.0,3.0,1.0,23.0,0.75,0.25,547.1999999999983,12.76923076923077,23.0
slo-risk,13,20,26,32.024000000000015,28.0,5.0,0.0,23.0,1.0,0.0,525.5999999999988,13.0,23.0
slo-risk,14,21,26,9.800000000000008,31.0,3.0,0.0,28.0,1.0,0.0,551.9999999999987,15.192307692307692,28.0
slo-risk,15,22,26,11.536000000000008,30.0,3.0,0.0,27.0,1.0,0.0,542.3999999999985,13.576923076923077,27.0
slo-risk,16,23,26,-4.919999999999984,21.0,1.0,0.0,20.0,1.0,0.0,611.9999999999986,9.23076923076923,20.0
slo-risk,17,24,26,15.296000000000014,20.0,3.0,0.0,17.0,1.0,0.0,566.3999999999985,9.307692307692308,17.0
slo-risk,18,25,26,-43.96799999999999,31.0,1.0,3.0,27.0,0.25,0.75,676.7999999999984,17.5,28.0
slo-risk,19,26,26,-40.19199999999998,41.0,1.0,3.0,37.0,0.25,0.75,679.1999999999985,23.846153846153847,38.0
